_id,user_id,anime_id,rating
6398785c64712df6d7fcf5ab,1,27775,-1
6398785c64712df6d7fcf5ac,1,27899,-1
6398785c64712df6d7fcf5ad,1,28121,-1
6398785c64712df6d7fcf5ae,1,28677,-1
6398785c64712df6d7fcf5af,1,29093,-1
6398785c64712df6d7fcf5b0,1,29095,-1
6398785c64712df6d7fcf5b1,1,30015,-1
6398785c64712df6d7fcf5b2,1,30296,-1
6398785c64712df6d7fcf5b3,1,30544,-1
6398785c64712df6d7fcf5b4,1,31338,-1
6398785c64712df6d7fcf5b5,1,31845,-1
6398785c64712df6d7fcf5b6,2,11771,10
6398785c64712df6d7fcf5b7,2,12189,-1
6398785c64712df6d7fcf5b8,2,16417,-1
6398785c64712df6d7fcf5b9,3,20,8
6398785c64712df6d7fcf5ba,3,154,6
6398785c64712df6d7fcf5bb,3,170,9
6398785c64712df6d7fcf5bc,3,199,10
6398785c64712df6d7fcf5bd,3,225,9
6398785c64712df6d7fcf5be,3,341,6
6398785c64712df6d7fcf5bf,3,430,7
6398785c64712df6d7fcf5c0,3,527,7
6398785c64712df6d7fcf5c1,3,552,7
6398785c64712df6d7fcf5c2,3,813,10
6398785c64712df6d7fcf5c3,3,1119,7
6398785c64712df6d7fcf5c4,3,1121,7
6398785c64712df6d7fcf5c5,3,1122,7
6398785c64712df6d7fcf5c6,3,1132,8
6398785c64712df6d7fcf5c7,3,1292,6
6398785c64712df6d7fcf5c8,3,1313,8
6398785c64712df6d7fcf5c9,3,1526,7
6398785c64712df6d7fcf5ca,3,1535,10
6398785c64712df6d7fcf5cb,3,1564,7
6398785c64712df6d7fcf5cc,3,1689,8
6398785c64712df6d7fcf5cd,3,1764,6
6398785c64712df6d7fcf5ce,3,1943,8
6398785c64712df6d7fcf5cf,3,2201,7
6398785c64712df6d7fcf5d0,3,2404,7
6398785c64712df6d7fcf5d1,3,2847,7
6398785c64712df6d7fcf5d2,3,3588,8
6398785c64712df6d7fcf5d3,3,4026,7
6398785c64712df6d7fcf5d4,3,5114,10
6398785c64712df6d7fcf5d5,3,5231,8
6398785c64712df6d7fcf5d6,3,6178,7
6398785c64712df6d7fcf5d7,3,6702,8
6398785c64712df6d7fcf5d8,3,6880,6
6398785c64712df6d7fcf5d9,3,7695,7
6398785c64712df6d7fcf5da,3,8074,6
6398785c64712df6d7fcf5db,3,9107,6
6398785c64712df6d7fcf5dc,3,9135,7
6398785c64712df6d7fcf5dd,3,9760,9
6398785c64712df6d7fcf5de,3,9917,8
6398785c64712df6d7fcf5df,3,9919,8
6398785c64712df6d7fcf5e0,3,9989,10
6398785c64712df6d7fcf5e1,3,10408,7
6398785c64712df6d7fcf5e2,3,10507,8
6398785c64712df6d7fcf5e3,3,11111,8
6398785c64712df6d7fcf5e4,3,11703,6
6398785c64712df6d7fcf5e5,3,11737,7
6398785c64712df6d7fcf5e6,3,11757,9
6398785c64712df6d7fcf5e7,3,11759,7
6398785c64712df6d7fcf5e8,3,11771,10
6398785c64712df6d7fcf5e9,3,12671,3
6398785c64712df6d7fcf5ea,3,14075,8
6398785c64712df6d7fcf5eb,3,14093,7
6398785c64712df6d7fcf5ec,3,14345,8
6398785c64712df6d7fcf5ed,3,14513,10
6398785c64712df6d7fcf5ee,3,16498,10
6398785c64712df6d7fcf5ef,3,16512,5
6398785c64712df6d7fcf5f0,3,16782,7
6398785c64712df6d7fcf5f1,3,16894,10
6398785c64712df6d7fcf5f2,3,16918,8
6398785c64712df6d7fcf5f3,3,17265,7
6398785c64712df6d7fcf5f4,3,18097,7
6398785c64712df6d7fcf5f5,3,18115,10
6398785c64712df6d7fcf5f6,3,18393,7
6398785c64712df6d7fcf5f7,3,19315,3
6398785c64712df6d7fcf5f8,3,19815,9
6398785c64712df6d7fcf5f9,3,20021,5
6398785c64712df6d7fcf5fa,3,20159,10
6398785c64712df6d7fcf5fb,3,20507,8
6398785c64712df6d7fcf5fc,3,20583,9
6398785c64712df6d7fcf5fd,3,21507,6
6398785c64712df6d7fcf5fe,3,21881,7
6398785c64712df6d7fcf5ff,3,22199,8
6398785c64712df6d7fcf600,3,22297,8
6398785c64712df6d7fcf601,3,22319,6
6398785c64712df6d7fcf602,3,22547,6
6398785c64712df6d7fcf603,3,22729,7
6398785c64712df6d7fcf604,3,23301,8
6398785c64712df6d7fcf605,3,23321,6
6398785c64712df6d7fcf606,3,23333,4
6398785c64712df6d7fcf607,3,23755,8
6398785c64712df6d7fcf608,3,24415,10
6398785c64712df6d7fcf609,3,26243,6
6398785c64712df6d7fcf60a,3,27631,8
6398785c64712df6d7fcf60b,3,27899,8
6398785c64712df6d7fcf60c,3,28121,9
6398785c64712df6d7fcf60d,3,28171,10
6398785c64712df6d7fcf60e,3,28223,6
6398785c64712df6d7fcf60f,3,28497,7
6398785c64712df6d7fcf610,3,28701,9
6398785c64712df6d7fcf611,3,28891,9
6398785c64712df6d7fcf612,3,29854,6
6398785c64712df6d7fcf613,3,30276,-1
6398785c64712df6d7fcf614,3,30503,-1
6398785c64712df6d7fcf615,3,31043,10
6398785c64712df6d7fcf616,3,31859,7
6398785c64712df6d7fcf617,4,6,-1
6398785c64712df6d7fcf618,4,72,-1
6398785c64712df6d7fcf619,4,121,-1
6398785c64712df6d7fcf61a,4,150,-1
6398785c64712df6d7fcf61b,4,166,-1
6398785c64712df6d7fcf61c,4,205,-1
6398785c64712df6d7fcf61d,4,226,-1
6398785c64712df6d7fcf61e,4,857,-1
6398785c64712df6d7fcf61f,4,1292,-1
6398785c64712df6d7fcf620,4,1498,-1
6398785c64712df6d7fcf621,4,1535,-1
6398785c64712df6d7fcf622,4,1691,-1
6398785c64712df6d7fcf623,4,2025,-1
6398785c64712df6d7fcf624,4,2966,-1
6398785c64712df6d7fcf625,4,2993,-1
6398785c64712df6d7fcf626,4,3588,-1
6398785c64712df6d7fcf627,4,4063,-1
6398785c64712df6d7fcf628,4,4214,-1
6398785c64712df6d7fcf629,4,4970,-1
6398785c64712df6d7fcf62a,4,5341,-1
6398785c64712df6d7fcf62b,4,6347,-1
6398785c64712df6d7fcf62c,4,6547,-1
6398785c64712df6d7fcf62d,4,6702,-1
6398785c64712df6d7fcf62e,4,6747,-1
6398785c64712df6d7fcf62f,4,7088,-1
6398785c64712df6d7fcf630,4,8525,-1
6398785c64712df6d7fcf631,4,9919,-1
6398785c64712df6d7fcf632,4,10165,-1
6398785c64712df6d7fcf633,4,10620,-1
6398785c64712df6d7fcf634,4,11757,-1
6398785c64712df6d7fcf635,4,14513,-1
6398785c64712df6d7fcf636,4,14765,-1
6398785c64712df6d7fcf637,4,16009,-1
6398785c64712df6d7fcf638,4,16498,-1
6398785c64712df6d7fcf639,4,16742,-1
6398785c64712df6d7fcf63a,4,16890,-1
6398785c64712df6d7fcf63b,4,17265,-1
6398785c64712df6d7fcf63c,4,17505,-1
6398785c64712df6d7fcf63d,4,17777,-1
6398785c64712df6d7fcf63e,4,18115,-1
6398785c64712df6d7fcf63f,4,18153,-1
6398785c64712df6d7fcf640,4,18229,-1
6398785c64712df6d7fcf641,4,18507,-1
6398785c64712df6d7fcf642,4,18679,-1
6398785c64712df6d7fcf643,4,19769,-1
6398785c64712df6d7fcf644,4,20053,-1
6398785c64712df6d7fcf645,4,20431,-1
6398785c64712df6d7fcf646,4,20689,-1
6398785c64712df6d7fcf647,4,20931,-1
6398785c64712df6d7fcf648,4,20973,-1
6398785c64712df6d7fcf649,4,21067,-1
6398785c64712df6d7fcf64a,4,21085,-1
6398785c64712df6d7fcf64b,5,6,8
6398785c64712df6d7fcf64c,5,15,6
6398785c64712df6d7fcf64d,5,17,6
6398785c64712df6d7fcf64e,5,18,6
6398785c64712df6d7fcf64f,5,20,6
6398785c64712df6d7fcf650,5,22,5
6398785c64712df6d7fcf651,5,24,1
6398785c64712df6d7fcf652,5,30,1
6398785c64712df6d7fcf653,5,45,7
6398785c64712df6d7fcf654,5,47,8
6398785c64712df6d7fcf655,5,57,7
6398785c64712df6d7fcf656,5,63,1
6398785c64712df6d7fcf657,5,67,6
6398785c64712df6d7fcf658,5,68,6
6398785c64712df6d7fcf659,5,132,6
6398785c64712df6d7fcf65a,5,136,8
6398785c64712df6d7fcf65b,5,137,8
6398785c64712df6d7fcf65c,5,138,6
6398785c64712df6d7fcf65d,5,139,6
6398785c64712df6d7fcf65e,5,150,2
6398785c64712df6d7fcf65f,5,152,4
6398785c64712df6d7fcf660,5,166,6
6398785c64712df6d7fcf661,5,170,6
6398785c64712df6d7fcf662,5,174,5
6398785c64712df6d7fcf663,5,185,6
6398785c64712df6d7fcf664,5,186,6
6398785c64712df6d7fcf665,5,189,1
6398785c64712df6d7fcf666,5,190,1
6398785c64712df6d7fcf667,5,195,4
6398785c64712df6d7fcf668,5,199,8
6398785c64712df6d7fcf669,5,205,8
6398785c64712df6d7fcf66a,5,223,6
6398785c64712df6d7fcf66b,5,225,1
6398785c64712df6d7fcf66c,5,232,3
6398785c64712df6d7fcf66d,5,240,4
6398785c64712df6d7fcf66e,5,241,1
6398785c64712df6d7fcf66f,5,245,10
6398785c64712df6d7fcf670,5,248,1
6398785c64712df6d7fcf671,5,249,1
6398785c64712df6d7fcf672,5,250,5
6398785c64712df6d7fcf673,5,263,7
6398785c64712df6d7fcf674,5,264,8
6398785c64712df6d7fcf675,5,265,7
6398785c64712df6d7fcf676,5,268,7
6398785c64712df6d7fcf677,5,269,3
6398785c64712df6d7fcf678,5,272,5
6398785c64712df6d7fcf679,5,288,2
6398785c64712df6d7fcf67a,5,292,7
6398785c64712df6d7fcf67b,5,335,3
6398785c64712df6d7fcf67c,5,344,7
6398785c64712df6d7fcf67d,5,371,3
6398785c64712df6d7fcf67e,5,379,6
6398785c64712df6d7fcf67f,5,390,3
6398785c64712df6d7fcf680,5,392,7
6398785c64712df6d7fcf681,5,406,6
6398785c64712df6d7fcf682,5,442,4
6398785c64712df6d7fcf683,5,443,4
6398785c64712df6d7fcf684,5,448,3
6398785c64712df6d7fcf685,5,481,3
6398785c64712df6d7fcf686,5,482,5
6398785c64712df6d7fcf687,5,487,1
6398785c64712df6d7fcf688,5,508,3
6398785c64712df6d7fcf689,5,517,3
6398785c64712df6d7fcf68a,5,527,6
6398785c64712df6d7fcf68b,5,528,7
6398785c64712df6d7fcf68c,5,534,7
6398785c64712df6d7fcf68d,5,550,2
6398785c64712df6d7fcf68e,5,552,7
6398785c64712df6d7fcf68f,5,709,6
6398785c64712df6d7fcf690,5,760,2
6398785c64712df6d7fcf691,5,761,5
6398785c64712df6d7fcf692,5,813,5
6398785c64712df6d7fcf693,5,846,1
6398785c64712df6d7fcf694,5,861,2
6398785c64712df6d7fcf695,5,874,7
6398785c64712df6d7fcf696,5,896,4
6398785c64712df6d7fcf697,5,898,5
6398785c64712df6d7fcf698,5,903,1
6398785c64712df6d7fcf699,5,905,6
6398785c64712df6d7fcf69a,5,914,7
6398785c64712df6d7fcf69b,5,918,9
6398785c64712df6d7fcf69c,5,936,5
6398785c64712df6d7fcf69d,5,981,5
6398785c64712df6d7fcf69e,5,987,2
6398785c64712df6d7fcf69f,5,1117,7
6398785c64712df6d7fcf6a0,5,1132,5
6398785c64712df6d7fcf6a1,5,1138,5
6398785c64712df6d7fcf6a2,5,1195,1
6398785c64712df6d7fcf6a3,5,1210,4
6398785c64712df6d7fcf6a4,5,1253,7
6398785c64712df6d7fcf6a5,5,1254,7
6398785c64712df6d7fcf6a6,5,1257,7
6398785c64712df6d7fcf6a7,5,1313,6
6398785c64712df6d7fcf6a8,5,1469,5
6398785c64712df6d7fcf6a9,5,1535,4
6398785c64712df6d7fcf6aa,5,1559,5
6398785c64712df6d7fcf6ab,5,1564,5
6398785c64712df6d7fcf6ac,5,1614,5
6398785c64712df6d7fcf6ad,5,1668,2
6398785c64712df6d7fcf6ae,5,1669,2
6398785c64712df6d7fcf6af,5,1674,5
6398785c64712df6d7fcf6b0,5,1685,-1
6398785c64712df6d7fcf6b1,5,1689,7
6398785c64712df6d7fcf6b2,5,1764,6
6398785c64712df6d7fcf6b3,5,1840,1
6398785c64712df6d7fcf6b4,5,1887,3
6398785c64712df6d7fcf6b5,5,1913,8
6398785c64712df6d7fcf6b6,5,1956,2
6398785c64712df6d7fcf6b7,5,2034,3
6398785c64712df6d7fcf6b8,5,2104,1
6398785c64712df6d7fcf6b9,5,2116,5
6398785c64712df6d7fcf6ba,5,2144,1
6398785c64712df6d7fcf6bb,5,2159,7
6398785c64712df6d7fcf6bc,5,2236,8
6398785c64712df6d7fcf6bd,5,2248,5
6398785c64712df6d7fcf6be,5,2330,5
6398785c64712df6d7fcf6bf,5,2363,6
6398785c64712df6d7fcf6c0,5,2397,7
6398785c64712df6d7fcf6c1,5,2398,7
6398785c64712df6d7fcf6c2,5,2400,6
6398785c64712df6d7fcf6c3,5,2418,9
6398785c64712df6d7fcf6c4,5,2424,3
6398785c64712df6d7fcf6c5,5,2472,5
6398785c64712df6d7fcf6c6,5,2508,3
6398785c64712df6d7fcf6c7,5,2594,8
6398785c64712df6d7fcf6c8,5,2605,7
6398785c64712df6d7fcf6c9,5,2684,6
6398785c64712df6d7fcf6ca,5,2789,1
6398785c64712df6d7fcf6cb,5,2907,5
6398785c64712df6d7fcf6cc,5,2961,6
6398785c64712df6d7fcf6cd,5,2962,6
6398785c64712df6d7fcf6ce,5,2993,2
6398785c64712df6d7fcf6cf,5,3228,7
6398785c64712df6d7fcf6d0,5,3455,2
6398785c64712df6d7fcf6d1,5,3503,1
6398785c64712df6d7fcf6d2,5,3515,7
6398785c64712df6d7fcf6d3,5,3588,5
6398785c64712df6d7fcf6d4,5,3655,5
6398785c64712df6d7fcf6d5,5,3702,9
6398785c64712df6d7fcf6d6,5,3712,1
6398785c64712df6d7fcf6d7,5,3887,7
6398785c64712df6d7fcf6d8,5,3974,5
6398785c64712df6d7fcf6d9,5,4015,1
6398785c64712df6d7fcf6da,5,4052,5
6398785c64712df6d7fcf6db,5,4063,2
6398785c64712df6d7fcf6dc,5,4106,-1
6398785c64712df6d7fcf6dd,5,4214,2
6398785c64712df6d7fcf6de,5,4224,3
6398785c64712df6d7fcf6df,5,4437,5
6398785c64712df6d7fcf6e0,5,4472,3
6398785c64712df6d7fcf6e1,5,4548,5
6398785c64712df6d7fcf6e2,5,4654,6
6398785c64712df6d7fcf6e3,5,4667,1
6398785c64712df6d7fcf6e4,5,4760,1
6398785c64712df6d7fcf6e5,5,4975,1
6398785c64712df6d7fcf6e6,5,4999,5
6398785c64712df6d7fcf6e7,5,5040,8
6398785c64712df6d7fcf6e8,5,5042,1
6398785c64712df6d7fcf6e9,5,5081,-1
6398785c64712df6d7fcf6ea,5,5251,8
6398785c64712df6d7fcf6eb,5,5258,8
6398785c64712df6d7fcf6ec,5,5277,1
6398785c64712df6d7fcf6ed,5,5279,2
6398785c64712df6d7fcf6ee,5,5526,6
6398785c64712df6d7fcf6ef,5,5667,2
6398785c64712df6d7fcf6f0,5,5680,1
6398785c64712df6d7fcf6f1,5,5681,6
6398785c64712df6d7fcf6f2,5,5958,2
6398785c64712df6d7fcf6f3,5,6098,5
6398785c64712df6d7fcf6f4,5,6201,2
6398785c64712df6d7fcf6f5,5,6211,8
6398785c64712df6d7fcf6f6,5,6324,2
6398785c64712df6d7fcf6f7,5,6325,5
6398785c64712df6d7fcf6f8,5,6347,1
6398785c64712df6d7fcf6f9,5,6377,7
6398785c64712df6d7fcf6fa,5,6385,6
6398785c64712df6d7fcf6fb,5,6512,2
6398785c64712df6d7fcf6fc,5,6547,3
6398785c64712df6d7fcf6fd,5,6695,5
6398785c64712df6d7fcf6fe,5,6702,4
6398785c64712df6d7fcf6ff,5,6746,7
6398785c64712df6d7fcf700,5,6791,1
6398785c64712df6d7fcf701,5,6885,3
6398785c64712df6d7fcf702,5,6956,2
6398785c64712df6d7fcf703,5,6974,6
6398785c64712df6d7fcf704,5,7088,1
6398785c64712df6d7fcf705,5,7148,1
6398785c64712df6d7fcf706,5,7593,1
6398785c64712df6d7fcf707,5,7647,8
6398785c64712df6d7fcf708,5,7661,8
6398785c64712df6d7fcf709,5,7674,5
6398785c64712df6d7fcf70a,5,7720,7
6398785c64712df6d7fcf70b,5,7762,7
6398785c64712df6d7fcf70c,5,7769,2
6398785c64712df6d7fcf70d,5,7791,2
6398785c64712df6d7fcf70e,5,7817,2
6398785c64712df6d7fcf70f,5,7858,1
6398785c64712df6d7fcf710,5,8074,2
6398785c64712df6d7fcf711,5,8277,3
6398785c64712df6d7fcf712,5,8302,2
6398785c64712df6d7fcf713,5,8407,1
6398785c64712df6d7fcf714,5,8408,7
6398785c64712df6d7fcf715,5,8424,4
6398785c64712df6d7fcf716,5,8457,5
6398785c64712df6d7fcf717,5,8516,1
6398785c64712df6d7fcf718,5,8525,3
6398785c64712df6d7fcf719,5,8619,2
6398785c64712df6d7fcf71a,5,8675,6
6398785c64712df6d7fcf71b,5,8769,1
6398785c64712df6d7fcf71c,5,8841,5
6398785c64712df6d7fcf71d,5,9041,2
6398785c64712df6d7fcf71e,5,9074,8
6398785c64712df6d7fcf71f,5,9181,1
6398785c64712df6d7fcf720,5,9220,5
6398785c64712df6d7fcf721,5,9253,9
6398785c64712df6d7fcf722,5,9355,1
6398785c64712df6d7fcf723,5,9367,1
6398785c64712df6d7fcf724,5,9379,5
6398785c64712df6d7fcf725,5,9471,1
6398785c64712df6d7fcf726,5,9479,7
6398785c64712df6d7fcf727,5,9741,2
6398785c64712df6d7fcf728,5,9919,4
6398785c64712df6d7fcf729,5,9936,2
6398785c64712df6d7fcf72a,5,9969,9
6398785c64712df6d7fcf72b,5,9981,5
6398785c64712df6d7fcf72c,5,9989,7
6398785c64712df6d7fcf72d,5,10020,1
6398785c64712df6d7fcf72e,5,10030,5
6398785c64712df6d7fcf72f,5,10080,3
6398785c64712df6d7fcf730,5,10108,1
6398785c64712df6d7fcf731,5,10110,3
6398785c64712df6d7fcf732,5,10119,7
6398785c64712df6d7fcf733,5,10162,7
6398785c64712df6d7fcf734,5,10163,7
6398785c64712df6d7fcf735,5,10172,1
6398785c64712df6d7fcf736,5,10209,5
6398785c64712df6d7fcf737,5,10216,6
6398785c64712df6d7fcf738,5,10396,4
6398785c64712df6d7fcf739,5,10397,1
6398785c64712df6d7fcf73a,5,10521,4
6398785c64712df6d7fcf73b,5,10589,4
6398785c64712df6d7fcf73c,5,10638,5
6398785c64712df6d7fcf73d,5,10719,7
6398785c64712df6d7fcf73e,5,10790,6
6398785c64712df6d7fcf73f,5,10805,5
6398785c64712df6d7fcf740,5,10863,8
6398785c64712df6d7fcf741,5,10897,3
6398785c64712df6d7fcf742,5,11013,1
6398785c64712df6d7fcf743,5,11113,7
6398785c64712df6d7fcf744,5,11179,5
6398785c64712df6d7fcf745,5,11319,1
6398785c64712df6d7fcf746,5,11371,3
6398785c64712df6d7fcf747,5,11433,5
6398785c64712df6d7fcf748,5,11499,5
6398785c64712df6d7fcf749,5,11577,9
6398785c64712df6d7fcf74a,5,11597,-1
6398785c64712df6d7fcf74b,5,11617,2
6398785c64712df6d7fcf74c,5,11633,7
6398785c64712df6d7fcf74d,5,11757,1
6398785c64712df6d7fcf74e,5,11759,3
6398785c64712df6d7fcf74f,5,11761,4
6398785c64712df6d7fcf750,5,11785,3
6398785c64712df6d7fcf751,5,11813,5
6398785c64712df6d7fcf752,5,11843,8
6398785c64712df6d7fcf753,5,11853,6
6398785c64712df6d7fcf754,5,12069,7
6398785c64712df6d7fcf755,5,12189,5
6398785c64712df6d7fcf756,5,12431,8
6398785c64712df6d7fcf757,5,12445,4
6398785c64712df6d7fcf758,5,12447,4
6398785c64712df6d7fcf759,5,12467,5
6398785c64712df6d7fcf75a,5,12549,2
6398785c64712df6d7fcf75b,5,12581,3
6398785c64712df6d7fcf75c,5,12673,5
6398785c64712df6d7fcf75d,5,12729,1
6398785c64712df6d7fcf75e,5,13055,5
6398785c64712df6d7fcf75f,5,13093,5
6398785c64712df6d7fcf760,5,13161,1
6398785c64712df6d7fcf761,5,13201,5
6398785c64712df6d7fcf762,5,13333,5
6398785c64712df6d7fcf763,5,13357,2
6398785c64712df6d7fcf764,5,13367,2
6398785c64712df6d7fcf765,5,13403,1
6398785c64712df6d7fcf766,5,13479,6
6398785c64712df6d7fcf767,5,13535,7
6398785c64712df6d7fcf768,5,13659,1
6398785c64712df6d7fcf769,5,13663,2
6398785c64712df6d7fcf76a,5,13759,3
6398785c64712df6d7fcf76b,5,13851,1
6398785c64712df6d7fcf76c,5,14027,2
6398785c64712df6d7fcf76d,5,14189,3
6398785c64712df6d7fcf76e,5,14199,1
6398785c64712df6d7fcf76f,5,14227,2
6398785c64712df6d7fcf770,5,14349,6
6398785c64712df6d7fcf771,5,14467,5
6398785c64712df6d7fcf772,5,14513,7
6398785c64712df6d7fcf773,5,14527,4
6398785c64712df6d7fcf774,5,14669,7
6398785c64712df6d7fcf775,5,14685,4
6398785c64712df6d7fcf776,5,14719,9
6398785c64712df6d7fcf777,5,14741,4
6398785c64712df6d7fcf778,5,14749,2
6398785c64712df6d7fcf779,5,14813,3
6398785c64712df6d7fcf77a,5,14833,-1
